zip,type,city,state,county,country,irs_estimated_population
39066,STANDARD,Edwards,MS,Hinds County,US,3410
39067,STANDARD,Ethel,MS,Attala County,US,1020
39069,STANDARD,Fayette,MS,Jefferson County,US,3980
39071,STANDARD,Flora,MS,Madison County,US,4890
39072,PO BOX,Pocahontas,MS,Hinds County,US,0
39073,STANDARD,Florence,MS,Rankin County,US,17630
39074,STANDARD,Forest,MS,Scott County,US,11800
39077,PO BOX,Gallman,MS,Copiah County,US,129
39078,STANDARD,Georgetown,MS,Copiah County,US,600
39079,STANDARD,Goodman,MS,Holmes County,US,1190
39080,PO BOX,Harperville,MS,Scott County,US,180
39081,PO BOX,Fayette,MS,Jefferson County,US,0
39082,STANDARD,Harrisville,MS,Simpson County,US,1000
39083,STANDARD,Hazlehurst,MS,Copiah County,US,7620
39086,STANDARD,Hermanville,MS,Claiborne County,US,1530
39087,PO BOX,Hillsboro,MS,Scott County,US,158
39088,STANDARD,Holly Bluff,MS,Sharkey County,US,247
39090,STANDARD,Kosciusko,MS,Attala County,US,10420
39092,STANDARD,Lake,MS,Scott County,US,2650
39094,STANDARD,Lena,MS,Leake County,US,3070
39095,STANDARD,Lexington,MS,Holmes County,US,5160
39096,STANDARD,Lorman,MS,Claiborne County,US,1200
39097,STANDARD,Louise,MS,Humphreys County,US,520
39098,PO BOX,Ludlow,MS,Scott County,US,222
39107,PO BOX,Mc Adams,MS,Attala County,US,172
39108,STANDARD,Mc Cool,MS,Attala County,US,1450
39109,PO BOX,Madden,MS,Leake County,US,119
39110,STANDARD,Madison,MS,Madison County,US,46880
39111,STANDARD,Magee,MS,Simpson County,US,7480
39113,PO BOX,Mayersville,MS,Issaquena County,US,400
39114,STANDARD,Mendenhall,MS,Simpson County,US,7850
39115,PO BOX,Midnight,MS,Humphreys County,US,207
39116,STANDARD,Mize,MS,Smith County,US,2170
39117,STANDARD,Morton,MS,Scott County,US,7980
39119,STANDARD,Mount Olive,MS,Covington County,US,4530
39120,STANDARD,Natchez,MS,Adams County,US,20240
39121,PO BOX,Natchez,MS,Adams County,US,1257
39122,PO BOX,Natchez,MS,Adams County,US,661
39130,PO BOX,Madison,MS,Madison County,US,1428
39140,STANDARD,Newhebron,MS,Lawrence County,US,1790
39144,STANDARD,Pattison,MS,Claiborne County,US,810
39145,STANDARD,Pelahatchie,MS,Rankin County,US,4570
39146,STANDARD,Pickens,MS,Holmes County,US,2010
39148,PO BOX,Piney Woods,MS,Rankin County,US,57
39149,STANDARD,Pinola,MS,Simpson County,US,1210
39150,STANDARD,Port Gibson,MS,Claiborne County,US,4050
39151,PO BOX,Puckett,MS,Rankin County,US,256
39152,STANDARD,Pulaski,MS,Smith County,US,950
39153,STANDARD,Raleigh,MS,Smith County,US,2800
39154,STANDARD,Raymond,MS,Hinds County,US,7040
39156,STANDARD,Redwood,MS,Warren County,US,430
39157,STANDARD,Ridgeland,MS,Madison County,US,20140
39158,PO BOX,Ridgeland,MS,Madison County,US,1301
39159,STANDARD,Rolling Fork,MS,Sharkey County,US,2090
39160,STANDARD,Sallis,MS,Attala County,US,2210
39161,PO BOX,Sandhill,MS,Rankin County,US,387
39162,STANDARD,Satartia,MS,Yazoo County,US,200
39163,PO BOX,Sharon,MS,Madison County,US,473
39165,PO BOX,Sibley,MS,Adams County,US,196
39166,STANDARD,Silver City,MS,Humphreys County,US,400
39167,PO BOX,Star,MS,Rankin County,US,540
39168,STANDARD,Taylorsville,MS,Smith County,US,5280
39169,STANDARD,Tchula,MS,Holmes County,US,2070
39170,STANDARD,Terry,MS,Hinds County,US,8560
39171,PO BOX,Thomastown,MS,Leake County,US,67
39173,STANDARD,Tinsley,MS,Yazoo County,US,139
39174,PO BOX,Tougaloo,MS,Madison County,US,718
39175,STANDARD,Utica,MS,Hinds County,US,3650
39176,STANDARD,Vaiden,MS,Carroll County,US,1570
39177,PO BOX,Valley Park,MS,Issaquena County,US,115
39179,STANDARD,Vaughan,MS,Yazoo County,US,900
39180,STANDARD,Vicksburg,MS,Warren County,US,25010
39181,PO BOX,Vicksburg,MS,Warren County,US,440
39182,PO BOX,Vicksburg,MS,Warren County,US,1291
39183,STANDARD,Vicksburg,MS,Warren County,US,11620
39189,STANDARD,Walnut Grove,MS,Leake County,US,3080
39190,PO BOX,Washington,MS,Adams County,US,951
39191,STANDARD,Wesson,MS,Copiah County,US,6620
39192,STANDARD,West,MS,Attala County,US,1240
39193,PO BOX,Whitfield,MS,Rankin County,US,97
39194,STANDARD,Yazoo City,MS,Yazoo County,US,12370
39201,STANDARD,Jackson,MS,Hinds County,US,360
39202,STANDARD,Jackson,MS,Hinds County,US,4720
39203,STANDARD,Jackson,MS,Hinds County,US,2870
39204,STANDARD,Jackson,MS,Hinds County,US,11130
39205,PO BOX,Jackson,MS,Hinds County,US,568
39206,STANDARD,Jackson,MS,Hinds County,US,17640
39207,PO BOX,Jackson,MS,Hinds County,US,505
39208,STANDARD,Pearl,MS,Rankin County,US,24820
39209,STANDARD,Jackson,MS,Hinds County,US,19050
39210,UNIQUE,Jackson,MS,Hinds County,US,34
39211,STANDARD,Jackson,MS,Hinds County,US,20710
39212,STANDARD,Jackson,MS,Hinds County,US,23890
39213,STANDARD,Jackson,MS,Hinds County,US,14570
39215,PO BOX,Jackson,MS,Hinds County,US,376
39216,STANDARD,Jackson,MS,Hinds County,US,2780
39217,UNIQUE,Jackson,MS,Hinds County,US,82
39218,STANDARD,Richland,MS,Rankin County,US,5820
39225,PO BOX,Jackson,MS,Hinds County,US,506
39232,STANDARD,Flowood,MS,Rankin County,US,7440
39235,UNIQUE,Jackson,MS,Hinds County,US,0
39236,PO BOX,Jackson,MS,Hinds County,US,1138
39250,UNIQUE,Jackson,MS,Hinds County,US,0
39269,STANDARD,Jackson,MS,Hinds County,US,0
39271,UNIQUE,Jackson,MS,Hinds County,US,0
39272,STANDARD,Byram,MS,Hinds County,US,12210
39282,PO BOX,Jackson,MS,Hinds County,US,804
39283,PO BOX,Jackson,MS,Hinds County,US,464
39284,PO BOX,Jackson,MS,Hinds County,US,575
39286,PO BOX,Jackson,MS,Hinds County,US,972
39288,PO BOX,Pearl,MS,Rankin County,US,904
39289,PO BOX,Jackson,MS,Hinds County,US,807
39296,PO BOX,Jackson,MS,Hinds County,US,471
39298,PO BOX,Jackson,MS,Hinds County,US,0
39301,STANDARD,Meridian,MS,Lauderdale County,US,17860
39302,PO BOX,Meridian,MS,Lauderdale County,US,1275
39303,PO BOX,Meridian,MS,Lauderdale County,US,677
39304,PO BOX,Meridian,MS,Lauderdale County,US,905
39305,STANDARD,Meridian,MS,Lauderdale County,US,16250
39307,STANDARD,Meridian,MS,Lauderdale County,US,11420
39309,UNIQUE,Meridian,MS,Lauderdale County,US,153
39320,STANDARD,Bailey,MS,Lauderdale County,US,1470
39322,STANDARD,Buckatunna,MS,Wayne County,US,1500
39323,STANDARD,Chunky,MS,Newton County,US,1010
39324,PO BOX,Clara,MS,Wayne County,US,341
39325,STANDARD,Collinsville,MS,Lauderdale County,US,5430
39326,STANDARD,Daleville,MS,Lauderdale County,US,500
39327,STANDARD,Decatur,MS,Newton County,US,3230
39328,STANDARD,De Kalb,MS,Kemper County,US,3280
39330,STANDARD,Enterprise,MS,Clarke County,US,2600
39332,STANDARD,Hickory,MS,Newton County,US,1470
39335,STANDARD,Lauderdale,MS,Lauderdale County,US,2400
39336,STANDARD,Lawrence,MS,Newton County,US,1110
39337,STANDARD,Little Rock,MS,Newton County,US,1460
39338,STANDARD,Louin,MS,Jasper County,US,2480
39339,STANDARD,Louisville,MS,Winston County,US,11780
39341,STANDARD,Macon,MS,Noxubee County,US,5300
39342,STANDARD,Marion,MS,Lauderdale County,US,1500
39345,STANDARD,Newton,MS,Newton County,US,5160
39346,STANDARD,Noxapater,MS,Winston County,US,1680
39347,STANDARD,Pachuta,MS,Jasper County,US,1130
39348,STANDARD,Paulding,MS,Jasper County,US,520
39350,STANDARD,Philadelphia,MS,Neshoba County,US,20600
39352,STANDARD,Porterville,MS,Kemper County,US,630
39354,STANDARD,Preston,MS,Kemper County,US,1390
39355,STANDARD,Quitman,MS,Clarke County,US,5150
39356,STANDARD,Rose Hill,MS,Jasper County,US,510
39358,STANDARD,Scooba,MS,Kemper County,US,1020
39359,PO BOX,Sebastopol,MS,Scott County,US,619
39360,STANDARD,Shubuta,MS,Clarke County,US,2950
39361,STANDARD,Shuqualak,MS,Noxubee County,US,1010
39362,STANDARD,State Line,MS,Wayne County,US,2150
39363,STANDARD,Stonewall,MS,Clarke County,US,1230
39364,STANDARD,Toomsuba,MS,Lauderdale County,US,2470
39365,STANDARD,Union,MS,Neshoba County,US,6390
39366,STANDARD,Vossburg,MS,Jasper County,US,1070
39367,STANDARD,Waynesboro,MS,Wayne County,US,12230
39401,STANDARD,Hattiesburg,MS,Forrest County,US,28850
39402,STANDARD,Hattiesburg,MS,Lamar County,US,36660
39403,PO BOX,Hattiesburg,MS,Forrest County,US,1014
39404,PO BOX,Hattiesburg,MS,Forrest County,US,1961
39406,UNIQUE,Hattiesburg,MS,Forrest County,US,526
39407,UNIQUE,Hattiesburg,MS,Forrest County,US,31
39421,STANDARD,Bassfield,MS,Jefferson Davis County,US,2370
39422,STANDARD,Bay Springs,MS,Jasper County,US,4430
39423,STANDARD,Beaumont,MS,Perry County,US,1940
39425,STANDARD,Brooklyn,MS,Forrest County,US,1440
39426,STANDARD,Carriere,MS,Pearl River County,US,14840
39427,STANDARD,Carson,MS,Jefferson Davis County,US,900
39428,STANDARD,Collins,MS,Covington County,US,7440
39429,STANDARD,Columbia,MS,Marion County,US,12620
39436,PO BOX,Eastabuchie,MS,Jones County,US,101
39437,STANDARD,Ellisville,MS,Jones County,US,10940
39439,STANDARD,Heidelberg,MS,Jasper County,US,3630
39440,STANDARD,Laurel,MS,Jones County,US,14700
39441,PO BOX,Laurel,MS,Jones County,US,2079
39442,PO BOX,Laurel,MS,Jones County,US,435
39443,STANDARD,Laurel,MS,Jones County,US,18930
39451,STANDARD,Leakesville,MS,Greene County,US,3790
39452,STANDARD,Lucedale,MS,George County,US,24640
39455,STANDARD,Lumberton,MS,Lamar County,US,7310
39456,STANDARD,Mc Lain,MS,Greene County,US,1100
39457,PO BOX,Mc Neill,MS,Pearl River County,US,907
39459,STANDARD,Moselle,MS,Jones County,US,3140
39460,PO BOX,Moss,MS,Jasper County,US,44
39461,STANDARD,Neely,MS,Greene County,US,460
39462,STANDARD,New Augusta,MS,Perry County,US,890
39463,PO BOX,Nicholson,MS,Pearl River County,US,659
39464,STANDARD,Ovett,MS,Jones County,US,1900
39465,STANDARD,Petal,MS,Forrest County,US,20680
39466,STANDARD,Picayune,MS,Pearl River County,US,22190
39470,STANDARD,Poplarville,MS,Pearl River County,US,9450
39474,STANDARD,Prentiss,MS,Jefferson Davis County,US,4130
39475,STANDARD,Purvis,MS,Lamar County,US,11620
39476,STANDARD,Richton,MS,Perry County,US,6090
39477,PO BOX,Sandersville,MS,Jones County,US,941
39478,STANDARD,Sandy Hook,MS,Marion County,US,1570
39479,STANDARD,Seminary,MS,Covington County,US,4940
39480,STANDARD,Soso,MS,Jones County,US,2080
39481,STANDARD,Stringer,MS,Jasper County,US,1510
39482,STANDARD,Sumrall,MS,Lamar County,US,10100
39483,STANDARD,Foxworth,MS,Marion County,US,4530
39501,STANDARD,Gulfport,MS,Harrison County,US,16440
39502,PO BOX,Gulfport,MS,Harrison County,US,1041
39503,STANDARD,Gulfport,MS,Harrison County,US,45610
39505,PO BOX,Gulfport,MS,Harrison County,US,1165
39506,PO BOX,Gulfport,MS,Harrison County,US,990
39507,STANDARD,Gulfport,MS,Harrison County,US,13880
39520,STANDARD,Bay Saint Louis,MS,Hancock County,US,10820
39521,PO BOX,Bay Saint Louis,MS,Hancock County,US,1434
39522,UNIQUE,Stennis Space Center,MS,Hancock County,US,12
39525,STANDARD,Diamondhead,MS,Hancock County,US,8430
39529,UNIQUE,Stennis Space Center,MS,Hancock County,US,62
39530,STANDARD,Biloxi,MS,Harrison County,US,5970
39531,STANDARD,Biloxi,MS,Harrison County,US,14370
39532,STANDARD,Biloxi,MS,Harrison County,US,29870
39533,PO BOX,Biloxi,MS,Harrison County,US,494
39534,PO BOX,Biloxi,MS,Harrison County,US,1024
39535,PO BOX,Biloxi,MS,Harrison County,US,754
39540,STANDARD,Diberville,MS,Harrison County,US,11080
39552,PO BOX,Escatawpa,MS,Jackson County,US,1647
39553,STANDARD,Gautier,MS,Jackson County,US,15310
39555,PO BOX,Hurley,MS,Jackson County,US,1390
39556,STANDARD,Kiln,MS,Hancock County,US,6130
39558,PO BOX,Lakeshore,MS,Hancock County,US,382
39560,STANDARD,Long Beach,MS,Harrison County,US,15880
39561,STANDARD,Mc Henry,MS,Stone County,US,1830
39562,STANDARD,Moss Point,MS,Jackson County,US,13500
39563,STANDARD,Moss Point,MS,Jackson County,US,9120
39564,STANDARD,Ocean Springs,MS,Jackson County,US,38070
39565,STANDARD,Vancleave,MS,Jackson County,US,17820
39566,PO BOX,Ocean Springs,MS,Jackson County,US,1120
39567,STANDARD,Pascagoula,MS,Jackson County,US,7770
39568,PO BOX,Pascagoula,MS,Jackson County,US,835
39569,PO BOX,Pascagoula,MS,Jackson County,US,177
39571,STANDARD,Pass Christian,MS,Harrison County,US,12390
39572,STANDARD,Pearlington,MS,Hancock County,US,970
39573,STANDARD,Perkinston,MS,Stone County,US,7460
39574,STANDARD,Saucier,MS,Harrison County,US,11950
39576,STANDARD,Waveland,MS,Hancock County,US,4850
39577,STANDARD,Wiggins,MS,Stone County,US,8060
39581,STANDARD,Pascagoula,MS,Jackson County,US,9480
39595,UNIQUE,Pascagoula,MS,Jackson County,US,31
39601,STANDARD,Brookhaven,MS,Lincoln County,US,17900
39602,PO BOX,Brookhaven,MS,Lincoln County,US,968
39603,PO BOX,Brookhaven,MS,Lincoln County,US,824
39629,STANDARD,Bogue Chitto,MS,Lincoln County,US,5540
39630,STANDARD,Bude,MS,Franklin County,US,730
39631,STANDARD,Centreville,MS,Wilkinson County,US,2440
39632,PO BOX,Chatawa,MS,Pike County,US,58
39633,STANDARD,Crosby,MS,Wilkinson County,US,610
39635,PO BOX,Fernwood,MS,Pike County,US,329
39638,STANDARD,Gloster,MS,Amite County,US,2440
39641,STANDARD,Jayess,MS,Lawrence County,US,3480
39643,STANDARD,Kokomo,MS,Marion County,US,1110
39645,STANDARD,Liberty,MS,Amite County,US,3600
39647,STANDARD,Mc Call Creek,MS,Franklin County,US,930
39648,STANDARD,Mccomb,MS,Pike County,US,16040
39649,PO BOX,Mccomb,MS,Pike County,US,2213
39652,STANDARD,Magnolia,MS,Pike County,US,5920
39653,STANDARD,Meadville,MS,Franklin County,US,2240
39654,STANDARD,Monticello,MS,Lawrence County,US,4620
39656,STANDARD,Oak Vale,MS,Jefferson Davis County,US,630
39657,STANDARD,Osyka,MS,Pike County,US,1810
39661,STANDARD,Roxie,MS,Franklin County,US,2250
39662,STANDARD,Ruth,MS,Lincoln County,US,1220
39663,STANDARD,Silver Creek,MS,Lawrence County,US,2180
39664,STANDARD,Smithdale,MS,Amite County,US,1760
39665,STANDARD,Sontag,MS,Lawrence County,US,720
39666,STANDARD,Summit,MS,Pike County,US,8690
39667,STANDARD,Tylertown,MS,Walthall County,US,9380
39668,STANDARD,Union Church,MS,Jefferson County,US,580
39669,STANDARD,Woodville,MS,Wilkinson County,US,3460
39701,STANDARD,Columbus,MS,Lowndes County,US,8480
39702,STANDARD,Columbus,MS,Lowndes County,US,18780
39703,PO BOX,Columbus,MS,Lowndes County,US,634
39704,PO BOX,Columbus,MS,Lowndes County,US,926
39705,STANDARD,Columbus,MS,Lowndes County,US,11270
39710,UNIQUE,Columbus,MS,Lowndes County,US,339
39730,STANDARD,Aberdeen,MS,Monroe County,US,8570
39735,STANDARD,Ackerman,MS,Choctaw County,US,3270
39736,PO BOX,Artesia,MS,Lowndes County,US,540
39737,STANDARD,Bellefontaine,MS,Webster County,US,220
39739,STANDARD,Brooksville,MS,Noxubee County,US,2200
39740,STANDARD,Caledonia,MS,Lowndes County,US,5310
39741,STANDARD,Cedarbluff,MS,Clay County,US,1120
39743,STANDARD,Crawford,MS,Lowndes County,US,1710
39744,STANDARD,Eupora,MS,Webster County,US,4370
39745,STANDARD,French Camp,MS,Choctaw County,US,800
39746,STANDARD,Hamilton,MS,Monroe County,US,2590
39747,STANDARD,Kilmichael,MS,Montgomery County,US,1230
39750,STANDARD,Maben,MS,Webster County,US,2550
39751,STANDARD,Mantee,MS,Webster County,US,1100
39752,STANDARD,Mathiston,MS,Webster County,US,2190
39753,PO BOX,Mayhew,MS,Lowndes County,US,23
39754,PO BOX,Montpelier,MS,Clay County,US,0
39755,STANDARD,Pheba,MS,Clay County,US,830
39756,STANDARD,Prairie,MS,Clay County,US,1630
39759,STANDARD,Starkville,MS,Oktibbeha County,US,29600
39760,PO BOX,Starkville,MS,Oktibbeha County,US,1507
39762,PO BOX,Mississippi State,MS,Oktibbeha County,US,1042
39766,STANDARD,Steens,MS,Lowndes County,US,2520
39767,STANDARD,Stewart,MS,Webster County,US,580
39769,STANDARD,Sturgis,MS,Oktibbeha County,US,1550
39771,STANDARD,Walthall,MS,Webster County,US,101
39772,STANDARD,Weir,MS,Choctaw County,US,1320
39773,STANDARD,West Point,MS,Clay County,US,12660
39776,STANDARD,Woodland,MS,Chickasaw County,US,1320
39813,STANDARD,Arlington,GA,Calhoun County,US,1490
39815,STANDARD,Attapulgus,GA,Decatur County,US,1220
39817,STANDARD,Bainbridge,GA,Decatur County,US,8110
39818,PO BOX,Bainbridge,GA,Decatur County,US,1793
39819,STANDARD,Bainbridge,GA,Decatur County,US,8690
39823,STANDARD,Blakely,GA,Early County,US,6780
39824,STANDARD,Bluffton,GA,Clay County,US,300
39825,STANDARD,Brinson,GA,Decatur County,US,1180
39826,STANDARD,Bronwood,GA,Terrell County,US,520
39827,STANDARD,Cairo,GA,Grady County,US,3030
39828,STANDARD,Cairo,GA,Grady County,US,11870
39829,PO BOX,Calvary,GA,Grady County,US,318
39832,PO BOX,Cedar Springs,GA,Early County,US,86
39834,STANDARD,Climax,GA,Decatur County,US,1810
39836,STANDARD,Coleman,GA,Randolph County,US,330
39837,STANDARD,Colquitt,GA,Miller County,US,4390
39840,STANDARD,Cuthbert,GA,Randolph County,US,3570
39841,STANDARD,Damascus,GA,Early County,US,550
39842,STANDARD,Dawson,GA,Terrell County,US,6100
39845,STANDARD,Donalsonville,GA,Seminole County,US,6030
39846,STANDARD,Edison,GA,Calhoun County,US,1620
39851,STANDARD,Fort Gaines,GA,Clay County,US,1660
39852,PO BOX,Fowlstown,GA,Decatur County,US,264
39854,STANDARD,Georgetown,GA,Quitman County,US,1710
39859,STANDARD,Iron City,GA,Seminole County,US,950
39861,STANDARD,Jakin,GA,Early County,US,680
39862,STANDARD,Leary,GA,Calhoun County,US,870
39866,STANDARD,Morgan,GA,Calhoun County,US,360
39867,STANDARD,Morris,GA,Clay County,US,280
39870,STANDARD,Newton,GA,Baker County,US,1550
39877,STANDARD,Parrott,GA,Terrell County,US,330
39885,PO BOX,Sasser,GA,Terrell County,US,496
39886,STANDARD,Shellman,GA,Randolph County,US,1070
39897,STANDARD,Whigham,GA,Grady County,US,2770
39901,UNIQUE,Atlanta,GA,Fulton County,US,145
40003,STANDARD,Bagdad,KY,Shelby County,US,1700
40004,STANDARD,Bardstown,KY,Nelson County,US,27730
40006,STANDARD,Bedford,KY,Trimble County,US,4410
40007,STANDARD,Bethlehem,KY,Henry County,US,210
40008,STANDARD,Bloomfield,KY,Nelson County,US,3830
40009,STANDARD,Bradfordsville,KY,Marion County,US,840
40010,STANDARD,Buckner,KY,Oldham County,US,720
40011,STANDARD,Campbellsburg,KY,Henry County,US,2220
40012,STANDARD,Chaplin,KY,Nelson County,US,550
40013,STANDARD,Coxs Creek,KY,Nelson County,US,5890
40014,STANDARD,Crestwood,KY,Oldham County,US,21840
40018,PO BOX,Eastwood,KY,Jefferson County,US,117
40019,STANDARD,Eminence,KY,Henry County,US,3420
40020,PO BOX,Fairfield,KY,Nelson County,US,197
40022,STANDARD,Finchville,KY,Shelby County,US,980
40023,STANDARD,Fisherville,KY,Jefferson County,US,6220
40025,PO BOX,Glenview,KY,Jefferson County,US,127
40026,STANDARD,Goshen,KY,Oldham County,US,6220
40027,PO BOX,Harrods Creek,KY,Jefferson County,US,185
40031,STANDARD,La Grange,KY,Oldham County,US,20900
40032,UNIQUE,La Grange,KY,Oldham County,US,116
40033,STANDARD,Lebanon,KY,Marion County,US,10610
40036,STANDARD,Lockport,KY,Henry County,US,210
40037,STANDARD,Loretto,KY,Marion County,US,2580
40040,STANDARD,Mackville,KY,Washington County,US,540
40041,STANDARD,Masonic Home,KY,Jefferson County,US,350
40045,STANDARD,Milton,KY,Trimble County,US,2720
40046,STANDARD,Mount Eden,KY,Spencer County,US,1710
40047,STANDARD,Mount Washington,KY,Bullitt County,US,22560
40048,PO BOX,Nazareth,KY,Nelson County,US,89
40049,PO BOX,Nerinx,KY,Marion County,US,64
40050,STANDARD,New Castle,KY,Henry County,US,1360
40051,STANDARD,New Haven,KY,Nelson County,US,3930
40052,STANDARD,New Hope,KY,Nelson County,US,520
40055,STANDARD,Pendleton,KY,Henry County,US,1930
40056,STANDARD,Pewee Valley,KY,Oldham County,US,3430
40057,STANDARD,Pleasureville,KY,Henry County,US,3030
40058,PO BOX,Port Royal,KY,Henry County,US,86
40059,STANDARD,Prospect,KY,Jefferson County,US,20100
40060,STANDARD,Raywick,KY,Marion County,US,930
40061,PO BOX,Saint Catharine,KY,Washington County,US,60
40062,STANDARD,Saint Francis,KY,Marion County,US,240
40063,PO BOX,Saint Mary,KY,Marion County,US,33
40065,STANDARD,Shelbyville,KY,Shelby County,US,28900
40066,PO BOX,Shelbyville,KY,Shelby County,US,688
40067,STANDARD,Simpsonville,KY,Shelby County,US,5250
40068,STANDARD,Smithfield,KY,Henry County,US,2670
40069,STANDARD,Springfield,KY,Washington County,US,7790
40070,STANDARD,Sulphur,KY,Henry County,US,490
40071,STANDARD,Taylorsville,KY,Spencer County,US,15380
40075,STANDARD,Turners Station,KY,Henry County,US,1180
40076,STANDARD,Waddy,KY,Shelby County,US,2530
40077,STANDARD,Westport,KY,Oldham County,US,550
40078,STANDARD,Willisburg,KY,Washington County,US,2040
40104,STANDARD,Battletown,KY,Meade County,US,990
40107,STANDARD,Boston,KY,Nelson County,US,1970
40108,STANDARD,Brandenburg,KY,Meade County,US,11440
40109,STANDARD,Brooks,KY,Bullitt County,US,2300
40110,PO BOX,Clermont,KY,Bullitt County,US,203
40111,STANDARD,Cloverport,KY,Breckinridge County,US,1210
40115,STANDARD,Custer,KY,Breckinridge County,US,580
40117,STANDARD,Ekron,KY,Meade County,US,2600
40118,STANDARD,Fairdale,KY,Jefferson County,US,8310
40119,STANDARD,Falls Of Rough,KY,Grayson County,US,1740
40121,STANDARD,Fort Knox,KY,Hardin County,US,6630
40122,STANDARD,Fort Knox,KY,Hardin County,US,0
40129,PO BOX,Hillview,KY,Bullitt County,US,272
40140,STANDARD,Garfield,KY,Breckinridge County,US,700
40142,STANDARD,Guston,KY,Meade County,US,1970
40143,STANDARD,Hardinsburg,KY,Breckinridge County,US,4890
40144,STANDARD,Harned,KY,Breckinridge County,US,1640
40145,STANDARD,Hudson,KY,Breckinridge County,US,800
40146,STANDARD,Irvington,KY,Breckinridge County,US,3280
40150,STANDARD,Lebanon Junction,KY,Bullitt County,US,3710
40152,STANDARD,Mc Daniels,KY,Breckinridge County,US,760
40153,PO BOX,Mc Quady,KY,Breckinridge County,US,132
40155,STANDARD,Muldraugh,KY,Meade County,US,770
40157,STANDARD,Payneville,KY,Meade County,US,860
40159,PO BOX,Radcliff,KY,Hardin County,US,561
40160,STANDARD,Radcliff,KY,Hardin County,US,20310
40161,STANDARD,Rhodelia,KY,Meade County,US,137
40162,STANDARD,Rineyville,KY,Hardin County,US,6150
40165,STANDARD,Shepherdsville,KY,Bullitt County,US,33020
40166,UNIQUE,Shepherdsville,KY,,US,0
40170,STANDARD,Stephensport,KY,Breckinridge County,US,310
40171,STANDARD,Union Star,KY,Breckinridge County,US,230
40175,STANDARD,Vine Grove,KY,Hardin County,US,14380
40176,STANDARD,Webster,KY,Breckinridge County,US,1110
40177,STANDARD,West Point,KY,Hardin County,US,1350
40178,STANDARD,Westview,KY,Breckinridge County,US,380
40201,PO BOX,Louisville,KY,Jefferson County,US,962
40202,STANDARD,Louisville,KY,Jefferson County,US,3110
40203,STANDARD,Louisville,KY,Jefferson County,US,10220
40204,STANDARD,Louisville,KY,Jefferson County,US,10890
40205,STANDARD,Louisville,KY,Jefferson County,US,20200
40206,STANDARD,Louisville,KY,Jefferson County,US,15800
40207,STANDARD,Louisville,KY,Jefferson County,US,27410
40208,STANDARD,Louisville,KY,Jefferson County,US,8030
40209,STANDARD,Louisville,KY,Jefferson County,US,360
40210,STANDARD,Louisville,KY,Jefferson County,US,10350
40211,STANDARD,Louisville,KY,Jefferson County,US,16500
40212,STANDARD,Louisville,KY,Jefferson County,US,12160
40213,STANDARD,Louisville,KY,Jefferson County,US,13760
40214,STANDARD,Louisville,KY,Jefferson County,US,38580
40215,STANDARD,Louisville,KY,Jefferson County,US,16830
40216,STANDARD,Louisville,KY,Jefferson County,US,37200
40217,STANDARD,Louisville,KY,Jefferson County,US,9370
40218,STANDARD,Louisville,KY,Jefferson County,US,27170
40219,STANDARD,Louisville,KY,Jefferson County,US,34330
40220,STANDARD,Louisville,KY,Jefferson County,US,29680
40221,PO BOX,Louisville,KY,Jefferson County,US,248
40222,STANDARD,Louisville,KY,Jefferson County,US,19870
40223,STANDARD,Louisville,KY,Jefferson County,US,22350
40224,PO BOX,Louisville,KY,Jefferson County,US,95
40225,UNIQUE,Louisville,KY,Jefferson County,US,15
40228,STANDARD,Louisville,KY,Jefferson County,US,17510
40229,STANDARD,Louisville,KY,Jefferson County,US,35110
40231,PO BOX,Louisville,KY,Jefferson County,US,0
40232,PO BOX,Louisville,KY,Jefferson County,US,537
40233,PO BOX,Louisville,KY,Jefferson County,US,172
40241,STANDARD,Louisville,KY,Jefferson County,US,29040
40242,STANDARD,Louisville,KY,Jefferson County,US,9610
40243,STANDARD,Louisville,KY,Jefferson County,US,10640
40245,STANDARD,Louisville,KY,Jefferson County,US,36820
40250,PO BOX,Louisville,KY,Jefferson County,US,337
40251,PO BOX,Louisville,KY,Jefferson County,US,356
40252,PO BOX,Louisville,KY,Jefferson County,US,357
40253,PO BOX,Louisville,KY,Jefferson County,US,336
40255,PO BOX,Louisville,KY,Jefferson County,US,117
40256,PO BOX,Louisville,KY,Jefferson County,US,430
40257,PO BOX,Louisville,KY,Jefferson County,US,301
40258,STANDARD,Louisville,KY,Jefferson County,US,23290
40259,PO BOX,Louisville,KY,Jefferson County,US,617
40261,PO BOX,Louisville,KY,Jefferson County,US,186
40266,UNIQUE,Louisville,KY,Jefferson County,US,0
40268,PO BOX,Louisville,KY,Jefferson County,US,194
40269,PO BOX,Louisville,KY,Jefferson County,US,372
40270,PO BOX,Louisville,KY,Jefferson County,US,122
40272,STANDARD,Louisville,KY,Jefferson County,US,32540
40280,UNIQUE,Louisville,KY,Jefferson County,US,418
40281,UNIQUE,Louisville,KY,Jefferson County,US,0
40282,UNIQUE,Louisville,KY,Jefferson County,US,0
40283,UNIQUE,Louisville,KY,Jefferson County,US,0
40285,PO BOX,Louisville,KY,Jefferson County,US,0
40287,UNIQUE,Louisville,KY,Jefferson County,US,0
40289,UNIQUE,Louisville,KY,Jefferson County,US,0
40290,PO BOX,Louisville,KY,Jefferson County,US,0
40291,STANDARD,Louisville,KY,Jefferson County,US,37130
